1999;1999;3998
1998;1998;3996
1997;1997;3994
1996;1996;3992
1995;1995;3990
1994;1994;3988
1993;1993;3986
1992;1992;3984
1991;1991;3982
1990;1990;3980
1989;1989;3978
1988;1988;3976
1987;1987;3974
1986;1986;3972
1985;1985;3970
1984;1984;3968
1983;1983;3966
1982;1982;3964
1981;1981;3962
1980;1980;3960
1979;1979;3958
1978;1978;3956
1977;1977;3954
1976;1976;3952
1975;1975;3950
1974;1974;3948
1973;1973;3946
1972;1972;3944
1971;1971;3942
1970;1970;3940
1969;1969;3938
1968;1968;3936
1967;1967;3934
1966;1966;3932
1965;1965;3930
1964;1964;3928
1963;1963;3926
1962;1962;3924
1961;1961;3922
1960;1960;3920
1959;1959;3918
1958;1958;3916
1957;1957;3914
1956;1956;3912
1955;1955;3910
1954;1954;3908
1953;1953;3906
1952;1952;3904
1951;1951;3902
1950;1950;3900
1949;1949;3898
1948;1948;3896
1947;1947;3894
1946;1946;3892
1945;1945;3890
1944;1944;3888
1943;1943;3886
1942;1942;3884
1941;1941;3882
1940;1940;3880
1939;1939;3878
1938;1938;3876
1937;1937;3874
1936;1936;3872
1935;1935;3870
1934;1934;3868
1933;1933;3866
1932;1932;3864
1931;1931;3862
1930;1930;3860
1929;1929;3858
1928;1928;3856
1927;1927;3854
1926;1926;3852
1925;1925;3850
1924;1924;3848
1923;1923;3846
1922;1922;3844
1921;1921;3842
1920;1920;3840
1919;1919;3838
1918;1918;3836
1917;1917;3834
1916;1916;3832
1915;1915;3830
1914;1914;3828
1913;1913;3826
1912;1912;3824
1911;1911;3822
1910;1910;3820
1909;1909;3818
1908;1908;3816
1907;1907;3814
1906;1906;3812
1905;1905;3810
1904;1904;3808
1903;1903;3806
1902;1902;3804
1901;1901;3802
1900;1900;3800
1899;1899;3798
1898;1898;3796
1897;1897;3794
1896;1896;3792
1895;1895;3790
1894;1894;3788
1893;1893;3786
1892;1892;3784
1891;1891;3782
1890;1890;3780
1889;1889;3778
1888;1888;3776
1887;1887;3774
1886;1886;3772
1885;1885;3770
1884;1884;3768
1883;1883;3766
1882;1882;3764
1881;1881;3762
1880;1880;3760
1879;1879;3758
1878;1878;3756
1877;1877;3754
1876;1876;3752
1875;1875;3750
1874;1874;3748
1873;1873;3746
1872;1872;3744
1871;1871;3742
1870;1870;3740
1869;1869;3738
1868;1868;3736
1867;1867;3734
1866;1866;3732
1865;1865;3730
1864;1864;3728
1863;1863;3726
1862;1862;3724
1861;1861;3722
1860;1860;3720
1859;1859;3718
1858;1858;3716
1857;1857;3714
1856;1856;3712
1855;1855;3710
1854;1854;3708
1853;1853;3706
1852;1852;3704
1851;1851;3702
1850;1850;3700
1849;1849;3698
1848;1848;3696
1847;1847;3694
1846;1846;3692
1845;1845;3690
1844;1844;3688
1843;1843;3686
1842;1842;3684
1841;1841;3682
1840;1840;3680
1839;1839;3678
1838;1838;3676
1837;1837;3674
1836;1836;3672
1835;1835;3670
1834;1834;3668
1833;1833;3666
1832;1832;3664
1831;1831;3662
1830;1830;3660
1829;1829;3658
1828;1828;3656
1827;1827;3654
1826;1826;3652
1825;1825;3650
1824;1824;3648
1823;1823;3646
1822;1822;3644
1821;1821;3642
1820;1820;3640
1819;1819;3638
1818;1818;3636
1817;1817;3634
1816;1816;3632
1815;1815;3630
1814;1814;3628
1813;1813;3626
1812;1812;3624
1811;1811;3622
1810;1810;3620
1809;1809;3618
1808;1808;3616
1807;1807;3614
1806;1806;3612
1805;1805;3610
1804;1804;3608
1803;1803;3606
1802;1802;3604
1801;1801;3602
1800;1800;3600
1799;1799;3598
1798;1798;3596
1797;1797;3594
1796;1796;3592
1795;1795;3590
1794;1794;3588
1793;1793;3586
1792;1792;3584
1791;1791;3582
1790;1790;3580
1789;1789;3578
1788;1788;3576
1787;1787;3574
1786;1786;3572
1785;1785;3570
1784;1784;3568
1783;1783;3566
1782;1782;3564
1781;1781;3562
1780;1780;3560
1779;1779;3558
1778;1778;3556
1777;1777;3554
1776;1776;3552
1775;1775;3550
1774;1774;3548
1773;1773;3546
1772;1772;3544
1771;1771;3542
1770;1770;3540
1769;1769;3538
1768;1768;3536
1767;1767;3534
1766;1766;3532
1765;1765;3530
1764;1764;3528
1763;1763;3526
1762;1762;3524
1761;1761;3522
1760;1760;3520
1759;1759;3518
1758;1758;3516
1757;1757;3514
1756;1756;3512
1755;1755;3510
1754;1754;3508
1753;1753;3506
1752;1752;3504
1751;1751;3502
1750;1750;3500
1749;1749;3498
1748;1748;3496
1747;1747;3494
1746;1746;3492
1745;1745;3490
1744;1744;3488
1743;1743;3486
1742;1742;3484
1741;1741;3482
1740;1740;3480
1739;1739;3478
1738;1738;3476
1737;1737;3474
1736;1736;3472
1735;1735;3470
1734;1734;3468
1733;1733;3466
1732;1732;3464
1731;1731;3462
1730;1730;3460
1729;1729;3458
1728;1728;3456
1727;1727;3454
1726;1726;3452
1725;1725;3450
1724;1724;3448
1723;1723;3446
1722;1722;3444
1721;1721;3442
1720;1720;3440
1719;1719;3438
1718;1718;3436
1717;1717;3434
1716;1716;3432
1715;1715;3430
1714;1714;3428
1713;1713;3426
1712;1712;3424
1711;1711;3422
1710;1710;3420
1709;1709;3418
1708;1708;3416
1707;1707;3414
1706;1706;3412
1705;1705;3410
1704;1704;3408
1703;1703;3406
1702;1702;3404
1701;1701;3402
1700;1700;3400
1699;1699;3398
1698;1698;3396
1697;1697;3394
1696;1696;3392
1695;1695;3390
1694;1694;3388
1693;1693;3386
1692;1692;3384
1691;1691;3382
1690;1690;3380
1689;1689;3378
1688;1688;3376
1687;1687;3374
1686;1686;3372
1685;1685;3370
1684;1684;3368
1683;1683;3366
1682;1682;3364
1681;1681;3362
1680;1680;3360
1679;1679;3358
1678;1678;3356
1677;1677;3354
1676;1676;3352
1675;1675;3350
1674;1674;3348
1673;1673;3346
1672;1672;3344
1671;1671;3342
1670;1670;3340
1669;1669;3338
1668;1668;3336
1667;1667;3334
1666;1666;3332
1665;1665;3330
1664;1664;3328
1663;1663;3326
1662;1662;3324
1661;1661;3322
1660;1660;3320
1659;1659;3318
1658;1658;3316
1657;1657;3314
1656;1656;3312
1655;1655;3310
1654;1654;3308
1653;1653;3306
1652;1652;3304
1651;1651;3302
1650;1650;3300
1649;1649;3298
1648;1648;3296
1647;1647;3294
1646;1646;3292
1645;1645;3290
1644;1644;3288
1643;1643;3286
1642;1642;3284
1641;1641;3282
1640;1640;3280
1639;1639;3278
1638;1638;3276
1637;1637;3274
1636;1636;3272
1635;1635;3270
1634;1634;3268
1633;1633;3266
1632;1632;3264
1631;1631;3262
1630;1630;3260
1629;1629;3258
1628;1628;3256
1627;1627;3254
1626;1626;3252
1625;1625;3250
1624;1624;3248
1623;1623;3246
1622;1622;3244
1621;1621;3242
1620;1620;3240
1619;1619;3238
1618;1618;3236
1617;1617;3234
1616;1616;3232
1615;1615;3230
1614;1614;3228
1613;1613;3226
1612;1612;3224
1611;1611;3222
1610;1610;3220
1609;1609;3218
1608;1608;3216
1607;1607;3214
1606;1606;3212
1605;1605;3210
1604;1604;3208
1603;1603;3206
1602;1602;3204
1601;1601;3202
1600;1600;3200
1599;1599;3198
1598;1598;3196
1597;1597;3194
1596;1596;3192
1595;1595;3190
1594;1594;3188
1593;1593;3186
1592;1592;3184
1591;1591;3182
1590;1590;3180
1589;1589;3178
1588;1588;3176
1587;1587;3174
1586;1586;3172
1585;1585;3170
1584;1584;3168
1583;1583;3166
1582;1582;3164
1581;1581;3162
1580;1580;3160
1579;1579;3158
1578;1578;3156
1577;1577;3154
1576;1576;3152
1575;1575;3150
1574;1574;3148
1573;1573;3146
1572;1572;3144
1571;1571;3142
1570;1570;3140
1569;1569;3138
1568;1568;3136
1567;1567;3134
1566;1566;3132
1565;1565;3130
1564;1564;3128
1563;1563;3126
1562;1562;3124
1561;1561;3122
1560;1560;3120
1559;1559;3118
1558;1558;3116
1557;1557;3114
1556;1556;3112
1555;1555;3110
1554;1554;3108
1553;1553;3106
1552;1552;3104
1551;1551;3102
1550;1550;3100
1549;1549;3098
1548;1548;3096
1547;1547;3094
1546;1546;3092
1545;1545;3090
1544;1544;3088
1543;1543;3086
1542;1542;3084
1541;1541;3082
1540;1540;3080
1539;1539;3078
1538;1538;3076
1537;1537;3074
1536;1536;3072
1535;1535;3070
1534;1534;3068
1533;1533;3066
1532;1532;3064
1531;1531;3062
1530;1530;3060
1529;1529;3058
1528;1528;3056
1527;1527;3054
1526;1526;3052
1525;1525;3050
1524;1524;3048
1523;1523;3046
1522;1522;3044
1521;1521;3042
1520;1520;3040
1519;1519;3038
1518;1518;3036
1517;1517;3034
1516;1516;3032
1515;1515;3030
1514;1514;3028
1513;1513;3026
1512;1512;3024
1511;1511;3022
1510;1510;3020
1509;1509;3018
1508;1508;3016
1507;1507;3014
1506;1506;3012
1505;1505;3010
1504;1504;3008
1503;1503;3006
1502;1502;3004
1501;1501;3002
1500;1500;3000
1499;1499;2998
1498;1498;2996
1497;1497;2994
1496;1496;2992
1495;1495;2990
1494;1494;2988
1493;1493;2986
1492;1492;2984
1491;1491;2982
1490;1490;2980
1489;1489;2978
1488;1488;2976
1487;1487;2974
1486;1486;2972
1485;1485;2970
1484;1484;2968
1483;1483;2966
1482;1482;2964
1481;1481;2962
1480;1480;2960
1479;1479;2958
1478;1478;2956
1477;1477;2954
1476;1476;2952
1475;1475;2950
1474;1474;2948
1473;1473;2946
1472;1472;2944
1471;1471;2942
1470;1470;2940
1469;1469;2938
1468;1468;2936
1467;1467;2934
1466;1466;2932
1465;1465;2930
1464;1464;2928
1463;1463;2926
1462;1462;2924
1461;1461;2922
1460;1460;2920
1459;1459;2918
1458;1458;2916
1457;1457;2914
1456;1456;2912
1455;1455;2910
1454;1454;2908
1453;1453;2906
1452;1452;2904
1451;1451;2902
1450;1450;2900
1449;1449;2898
1448;1448;2896
1447;1447;2894
1446;1446;2892
1445;1445;2890
1444;1444;2888
1443;1443;2886
1442;1442;2884
1441;1441;2882
1440;1440;2880
1439;1439;2878
1438;1438;2876
1437;1437;2874
1436;1436;2872
1435;1435;2870
1434;1434;2868
1433;1433;2866
1432;1432;2864
1431;1431;2862
1430;1430;2860
1429;1429;2858
1428;1428;2856
1427;1427;2854
1426;1426;2852
1425;1425;2850
1424;1424;2848
1423;1423;2846
1422;1422;2844
1421;1421;2842
1420;1420;2840
1419;1419;2838
1418;1418;2836
1417;1417;2834
1416;1416;2832
1415;1415;2830
1414;1414;2828
1413;1413;2826
1412;1412;2824
1411;1411;2822
1410;1410;2820
1409;1409;2818
1408;1408;2816
1407;1407;2814
1406;1406;2812
1405;1405;2810
1404;1404;2808
1403;1403;2806
1402;1402;2804
1401;1401;2802
1400;1400;2800
1399;1399;2798
1398;1398;2796
1397;1397;2794
1396;1396;2792
1395;1395;2790
1394;1394;2788
1393;1393;2786
1392;1392;2784
1391;1391;2782
1390;1390;2780
1389;1389;2778
1388;1388;2776
1387;1387;2774
1386;1386;2772
1385;1385;2770
1384;1384;2768
1383;1383;2766
1382;1382;2764
1381;1381;2762
1380;1380;2760
1379;1379;2758
1378;1378;2756
1377;1377;2754
1376;1376;2752
1375;1375;2750
1374;1374;2748
1373;1373;2746
1372;1372;2744
1371;1371;2742
1370;1370;2740
1369;1369;2738
1368;1368;2736
1367;1367;2734
1366;1366;2732
1365;1365;2730
1364;1364;2728
1363;1363;2726
1362;1362;2724
1361;1361;2722
1360;1360;2720
1359;1359;2718
1358;1358;2716
1357;1357;2714
1356;1356;2712
1355;1355;2710
1354;1354;2708
1353;1353;2706
1352;1352;2704
1351;1351;2702
1350;1350;2700
1349;1349;2698
1348;1348;2696
1347;1347;2694
1346;1346;2692
1345;1345;2690
1344;1344;2688
1343;1343;2686
1342;1342;2684
1341;1341;2682
1340;1340;2680
1339;1339;2678
1338;1338;2676
1337;1337;2674
1336;1336;2672
1335;1335;2670
1334;1334;2668
1333;1333;2666
1332;1332;2664
1331;1331;2662
1330;1330;2660
1329;1329;2658
1328;1328;2656
1327;1327;2654
1326;1326;2652
1325;1325;2650
1324;1324;2648
1323;1323;2646
1322;1322;2644
1321;1321;2642
1320;1320;2640
1319;1319;2638
1318;1318;2636
1317;1317;2634
1316;1316;2632
1315;1315;2630
1314;1314;2628
1313;1313;2626
1312;1312;2624
1311;1311;2622
1310;1310;2620
1309;1309;2618
1308;1308;2616
1307;1307;2614
1306;1306;2612
1305;1305;2610
1304;1304;2608
1303;1303;2606
1302;1302;2604
1301;1301;2602
1300;1300;2600
1299;1299;2598
1298;1298;2596
1297;1297;2594
1296;1296;2592
1295;1295;2590
1294;1294;2588
1293;1293;2586
1292;1292;2584
1291;1291;2582
1290;1290;2580
1289;1289;2578
1288;1288;2576
1287;1287;2574
1286;1286;2572
1285;1285;2570
1284;1284;2568
1283;1283;2566
1282;1282;2564
1281;1281;2562
1280;1280;2560
1279;1279;2558
1278;1278;2556
1277;1277;2554
1276;1276;2552
1275;1275;2550
1274;1274;2548
1273;1273;2546
1272;1272;2544
1271;1271;2542
1270;1270;2540
1269;1269;2538
1268;1268;2536
1267;1267;2534
1266;1266;2532
1265;1265;2530
1264;1264;2528
1263;1263;2526
1262;1262;2524
1261;1261;2522
1260;1260;2520
1259;1259;2518
1258;1258;2516
1257;1257;2514
1256;1256;2512
1255;1255;2510
1254;1254;2508
1253;1253;2506
1252;1252;2504
1251;1251;2502
1250;1250;2500
1249;1249;2498
1248;1248;2496
1247;1247;2494
1246;1246;2492
1245;1245;2490
1244;1244;2488
1243;1243;2486
1242;1242;2484
1241;1241;2482
1240;1240;2480
1239;1239;2478
1238;1238;2476
1237;1237;2474
1236;1236;2472
1235;1235;2470
1234;1234;2468
1233;1233;2466
1232;1232;2464
1231;1231;2462
1230;1230;2460
1229;1229;2458
1228;1228;2456
1227;1227;2454
1226;1226;2452
1225;1225;2450
1224;1224;2448
1223;1223;2446
1222;1222;2444
1221;1221;2442
1220;1220;2440
1219;1219;2438
1218;1218;2436
1217;1217;2434
1216;1216;2432
1215;1215;2430
1214;1214;2428
1213;1213;2426
1212;1212;2424
1211;1211;2422
1210;1210;2420
1209;1209;2418
1208;1208;2416
1207;1207;2414
1206;1206;2412
1205;1205;2410
1204;1204;2408
1203;1203;2406
1202;1202;2404
1201;1201;2402
1200;1200;2400
1199;1199;2398
1198;1198;2396
1197;1197;2394
1196;1196;2392
1195;1195;2390
1194;1194;2388
1193;1193;2386
1192;1192;2384
1191;1191;2382
1190;1190;2380
1189;1189;2378
1188;1188;2376
1187;1187;2374
1186;1186;2372
1185;1185;2370
1184;1184;2368
1183;1183;2366
1182;1182;2364
1181;1181;2362
1180;1180;2360
1179;1179;2358
1178;1178;2356
1177;1177;2354
1176;1176;2352
1175;1175;2350
1174;1174;2348
1173;1173;2346
1172;1172;2344
1171;1171;2342
1170;1170;2340
1169;1169;2338
1168;1168;2336
1167;1167;2334
1166;1166;2332
1165;1165;2330
1164;1164;2328
1163;1163;2326
1162;1162;2324
1161;1161;2322
1160;1160;2320
1159;1159;2318
1158;1158;2316
1157;1157;2314
1156;1156;2312
1155;1155;2310
1154;1154;2308
1153;1153;2306
1152;1152;2304
1151;1151;2302
1150;1150;2300
1149;1149;2298
1148;1148;2296
1147;1147;2294
1146;1146;2292
1145;1145;2290
1144;1144;2288
1143;1143;2286
1142;1142;2284
1141;1141;2282
1140;1140;2280
1139;1139;2278
1138;1138;2276
1137;1137;2274
1136;1136;2272
1135;1135;2270
1134;1134;2268
1133;1133;2266
1132;1132;2264
1131;1131;2262
1130;1130;2260
1129;1129;2258
1128;1128;2256
1127;1127;2254
1126;1126;2252
1125;1125;2250
1124;1124;2248
1123;1123;2246
1122;1122;2244
1121;1121;2242
1120;1120;2240
1119;1119;2238
1118;1118;2236
1117;1117;2234
1116;1116;2232
1115;1115;2230
1114;1114;2228
1113;1113;2226
1112;1112;2224
1111;1111;2222
1110;1110;2220
1109;1109;2218
1108;1108;2216
1107;1107;2214
1106;1106;2212
1105;1105;2210
1104;1104;2208
1103;1103;2206
1102;1102;2204
1101;1101;2202
1100;1100;2200
1099;1099;2198
1098;1098;2196
1097;1097;2194
1096;1096;2192
1095;1095;2190
1094;1094;2188
1093;1093;2186
1092;1092;2184
1091;1091;2182
1090;1090;2180
1089;1089;2178
1088;1088;2176
1087;1087;2174
1086;1086;2172
1085;1085;2170
1084;1084;2168
1083;1083;2166
1082;1082;2164
1081;1081;2162
1080;1080;2160
1079;1079;2158
1078;1078;2156
1077;1077;2154
1076;1076;2152
1075;1075;2150
1074;1074;2148
1073;1073;2146
1072;1072;2144
1071;1071;2142
1070;1070;2140
1069;1069;2138
1068;1068;2136
1067;1067;2134
1066;1066;2132
1065;1065;2130
1064;1064;2128
1063;1063;2126
1062;1062;2124
1061;1061;2122
1060;1060;2120
1059;1059;2118
1058;1058;2116
1057;1057;2114
1056;1056;2112
1055;1055;2110
1054;1054;2108
1053;1053;2106
1052;1052;2104
1051;1051;2102
1050;1050;2100
1049;1049;2098
1048;1048;2096
1047;1047;2094
1046;1046;2092
1045;1045;2090
1044;1044;2088
1043;1043;2086
1042;1042;2084
1041;1041;2082
1040;1040;2080
1039;1039;2078
1038;1038;2076
1037;1037;2074
1036;1036;2072
1035;1035;2070
1034;1034;2068
1033;1033;2066
1032;1032;2064
1031;1031;2062
1030;1030;2060
1029;1029;2058
1028;1028;2056
1027;1027;2054
1026;1026;2052
1025;1025;2050
1024;1024;2048
1023;1023;2046
1022;1022;2044
1021;1021;2042
1020;1020;2040
1019;1019;2038
1018;1018;2036
1017;1017;2034
1016;1016;2032
1015;1015;2030
1014;1014;2028
1013;1013;2026
1012;1012;2024
1011;1011;2022
1010;1010;2020
1009;1009;2018
1008;1008;2016
1007;1007;2014
1006;1006;2012
1005;1005;2010
1004;1004;2008
1003;1003;2006
1002;1002;2004
1001;1001;2002
1000;1000;2000
999;999;1998
998;998;1996
997;997;1994
996;996;1992
995;995;1990
994;994;1988
993;993;1986
992;992;1984
991;991;1982
990;990;1980
989;989;1978
988;988;1976
987;987;1974
986;986;1972
985;985;1970
984;984;1968
983;983;1966
982;982;1964
981;981;1962
980;980;1960
979;979;1958
978;978;1956
977;977;1954
976;976;1952
975;975;1950
974;974;1948
973;973;1946
972;972;1944
971;971;1942
970;970;1940
969;969;1938
968;968;1936
967;967;1934
966;966;1932
965;965;1930
964;964;1928
963;963;1926
962;962;1924
961;961;1922
960;960;1920
959;959;1918
958;958;1916
957;957;1914
956;956;1912
955;955;1910
954;954;1908
953;953;1906
952;952;1904
951;951;1902
950;950;1900
949;949;1898
948;948;1896
947;947;1894
946;946;1892
945;945;1890
944;944;1888
943;943;1886
942;942;1884
941;941;1882
940;940;1880
939;939;1878
938;938;1876
937;937;1874
936;936;1872
935;935;1870
934;934;1868
933;933;1866
932;932;1864
931;931;1862
930;930;1860
929;929;1858
928;928;1856
927;927;1854
926;926;1852
925;925;1850
924;924;1848
923;923;1846
922;922;1844
921;921;1842
920;920;1840
919;919;1838
918;918;1836
917;917;1834
916;916;1832
915;915;1830
914;914;1828
913;913;1826
912;912;1824
911;911;1822
910;910;1820
909;909;1818
908;908;1816
907;907;1814
906;906;1812
905;905;1810
904;904;1808
903;903;1806
902;902;1804
901;901;1802
900;900;1800
899;899;1798
898;898;1796
897;897;1794
896;896;1792
895;895;1790
894;894;1788
893;893;1786
892;892;1784
891;891;1782
890;890;1780
889;889;1778
888;888;1776
887;887;1774
886;886;1772
885;885;1770
884;884;1768
883;883;1766
882;882;1764
881;881;1762
880;880;1760
879;879;1758
878;878;1756
877;877;1754
876;876;1752
875;875;1750
874;874;1748
873;873;1746
872;872;1744
871;871;1742
870;870;1740
869;869;1738
868;868;1736
867;867;1734
866;866;1732
865;865;1730
864;864;1728
863;863;1726
862;862;1724
861;861;1722
860;860;1720
859;859;1718
858;858;1716
857;857;1714
856;856;1712
855;855;1710
854;854;1708
853;853;1706
852;852;1704
851;851;1702
850;850;1700
849;849;1698
848;848;1696
847;847;1694
846;846;1692
845;845;1690
844;844;1688
843;843;1686
842;842;1684
841;841;1682
840;840;1680
839;839;1678
838;838;1676
837;837;1674
836;836;1672
835;835;1670
834;834;1668
833;833;1666
832;832;1664
831;831;1662
830;830;1660
829;829;1658
828;828;1656
827;827;1654
826;826;1652
825;825;1650
824;824;1648
823;823;1646
822;822;1644
821;821;1642
820;820;1640
819;819;1638
818;818;1636
817;817;1634
816;816;1632
815;815;1630
814;814;1628
813;813;1626
812;812;1624
811;811;1622
810;810;1620
809;809;1618
808;808;1616
807;807;1614
806;806;1612
805;805;1610
804;804;1608
803;803;1606
802;802;1604
801;801;1602
800;800;1600
799;799;1598
798;798;1596
797;797;1594
796;796;1592
795;795;1590
794;794;1588
793;793;1586
792;792;1584
791;791;1582
790;790;1580
789;789;1578
788;788;1576
787;787;1574
786;786;1572
785;785;1570
784;784;1568
783;783;1566
782;782;1564
781;781;1562
780;780;1560
779;779;1558
778;778;1556
777;777;1554
776;776;1552
775;775;1550
774;774;1548
773;773;1546
772;772;1544
771;771;1542
770;770;1540
769;769;1538
768;768;1536
767;767;1534
766;766;1532
765;765;1530
764;764;1528
763;763;1526
762;762;1524
761;761;1522
760;760;1520
759;759;1518
